4,2,0.6952521192215098
6,2,0.6333448414641337
8,3,0.5879845205576294
9,2,0.9995857125981102
10,2,0.874928360797337
12,3,1.110802825549404
14,2,0.8014355465094358
15,2,0.8665414853913681
16,4,1.3493139230656648
18,3,1.137226377282257
20,3,1.26951276982911
21,2,1.0603174892475145
22,2,0.8333572029716758
24,4,1.4315145126831141
25,2,1.3266706249216993
26,2,1.0698904923837307
27,3,1.1031812082328634
28,3,1.2593557783779352
30,3,1.4978419511202985
32,5,1.2103083562723496
33,2,1.0326035273462904
34,2,0.9895436902972488
35,2,1.205222953827651
36,4,2.0395125952604913
38,2,0.9141954159106361
39,2,1.1966863445607652
40,4,1.6122929124793555
42,3,1.4780369124964543
44,3,1.3388974213066642
45,3,1.3654720048761892
46,2,0.9945183769910464
48,5,1.7357323735435335
49,2,1.6005765607180586
50,3,1.4419582580940855
51,2,1.1941144631620908
52,3,1.1887687495863233
54,4,1.6001314659253638
55,2,1.5264395131494588
56,4,1.7171303475406245
57,2,1.1673823755080575
58,2,0.8949394614335511
60,4,2.0057944143908317
62,2,1.0215232713771076
63,3,1.3644382434036206
64,6,1.9010444684608836
65,2,1.5474729290530211
66,3,1.5503200784882445
68,3,1.1717678452319997
69,2,1.2750808271322671
70,3,1.6173055418690407
72,5,2.0827584442917573
74,2,0.9976836126094738
75,3,1.3015105778204799
76,3,1.380951711085219
77,2,1.3227709156855032
78,3,1.5292931811994546
80,5,1.7931109306542126
81,4,1.6768307279905263
82,2,1.1231713832189874
84,4,2.075048191529088
85,2,1.3979943822292098
86,2,1.0186842175659592
87,2,1.1272659610107252
88,4,1.5348625522717785
90,4,2.209207340650928
91,2,1.5854134093206085
92,3,1.275800957604298
93,2,0.965042308991488
94,2,0.9528436928828306
95,2,1.3666993920461121
96,6,2.055756827937128
98,3,1.3889782468157716
99,3,1.56805853935925
100,4,1.9881978158964237
102,3,1.3796275774682019
104,4,1.688370817616412
105,3,1.7134515295343307
106,2,1.1564583705731624
108,5,1.9313167752584186
110,3,1.61089041714459
111,2,1.5181623693204929
112,5,1.7964336448472327
114,3,1.4097066113148808
115,2,1.1969141882111312
116,3,1.2891377724684732
117,3,1.312826289632302
118,2,1.2042785559760358
119,2,1.7154930227971859
120,5,2.623176151797044
121,2,1.7714617968090596
122,2,1.0767613509583165
123,2,0.9767866126876192
124,3,1.2173574416245594
125,3,1.4678057003635925
126,4,2.0462417259359285
128,7,1.506186665082038
129,2,1.3422976239595654
130,3,1.5233649888835337
132,4,2.0239518700934314
133,2,1.4425368793930193
134,2,1.2805394792806057
135,4,1.6903571661072245
136,4,1.5988682694938812
138,3,1.3048317845867732
140,4,1.9468579487135012
141,2,1.3341811392476144
142,2,1.1184887163347232
143,2,1.568719170700482
144,6,2.778615784024305
145,2,1.703886537630511
146,2,1.1700410780613253
147,3,1.2248148301617456
148,3,1.165514154860102
150,4,1.8263340939261696
152,4,1.6252877412479423
153,3,1.707279801784185
154,3,1.8046885096053908
155,2,1.6406855659610948
156,4,1.940420567245102
158,2,0.8979392447848628
159,2,1.307868344240603
160,6,2.081910575673122
161,2,1.703229625318596
162,5,1.7150976020834399
164,3,1.2645906397346574
165,3,1.469604399251593
166,2,1.1275266401403916
168,5,2.423516639608229
169,2,1.996918261658243
170,3,1.8182591283592329
171,3,1.5111018690272593
172,3,1.1839843685772227
174,3,1.4414865887737949
175,3,1.6643942236091371
176,5,1.8466130129993727
177,2,1.2118355838834534
178,2,0.9933989677140859
180,5,2.7093004797038303
182,3,1.602120944365734
183,2,1.3174816044726798
184,4,1.4454056618870332
185,2,1.2485242470698923
186,3,1.40229965542739
187,2,1.2513593986795288
188,3,1.4244932412974172
189,4,1.7523190899010241
190,3,1.689526290075135
192,7,2.0465066721153162
194,2,1.1073687206190441
195,3,1.5806488082803472
196,4,1.9722485407403108
198,4,1.968832921337188
200,5,1.9060933105092817
